quote_id,quote_type,baseline_prediction,EXP019_prediction,gold,recovered,regressed
PrideAndPrejudice_17,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_170,Explicit,Elizabeth,Elizabeth,Mrs. Hurst,0,0
PrideAndPrejudice_171,Implicit,Elizabeth,Elizabeth,Miss Bingley,0,0
PrideAndPrejudice_172,Implicit,Elizabeth,Elizabeth,Mrs. Hurst,0,0
PrideAndPrejudice_173,Anaphoric,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_174,Explicit,Elizabeth,Elizabeth,Mr. Bingley,0,0
PrideAndPrejudice_175,Explicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_176,Anaphoric,Elizabeth,Elizabeth,Mr. Hurst,0,0
PrideAndPrejudice_177,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_178,Explicit,Mr. Hurst,Mr. Darcy,Elizabeth,0,0
PrideAndPrejudice_179,Explicit,Miss Bingley,Miss Bingley,Mr. Bingley,0,0
PrideAndPrejudice_18,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_180,Implicit,Mr. Hurst,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_181,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_182,Anaphoric,Mr. Hurst,Mr. Darcy,Mr. Darcy,1,0
PrideAndPrejudice_183,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_184,Implicit,Mr. Hurst,Mr. Darcy,Mr. Darcy,1,0
PrideAndPrejudice_185,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_186,Implicit,Mr. Hurst,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_187,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_188,Implicit,Mr. Hurst,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_189,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_19,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_190,Implicit,Mr. Hurst,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_191,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_192,Implicit,Mr. Hurst,Mr. Darcy,Mr. Darcy,1,0
PrideAndPrejudice_193,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_194,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_195,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_196,Implicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_197,Explicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_198,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_199,Explicit,Mr. Bingley,Mr. Bingley,Elizabeth,0,0
PrideAndPrejudice_2,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_20,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_200,Implicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_201,Anaphoric,Mr. Bingley,Mr. Bingley,Miss Bingley,0,0
PrideAndPrejudice_202,Explicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_203,Implicit,Mr. Bingley,Mr. Bingley,Elizabeth,0,0
PrideAndPrejudice_204,Implicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_205,Implicit,Mr. Bingley,Mr. Bingley,Elizabeth,0,0
PrideAndPrejudice_206,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_207,Explicit,Mr. Bingley,Mr. Bingley,Mr. Darcy,0,0
PrideAndPrejudice_208,Anaphoric,Mr. Jones,Mr. Jones,Mrs. Bennet,0,0
PrideAndPrejudice_209,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_21,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_210,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_211,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_212,Anaphoric,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_213,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_214,Anaphoric,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_215,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_216,Implicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_217,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_218,Anaphoric,Mrs. Bennet,Mr. Bingley,Mrs. Bennet,0,1
PrideAndPrejudice_219,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_22,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_220,Implicit,Mrs. Bennet,Elizabeth,Elizabeth,1,0
PrideAndPrejudice_221,Explicit,Mr. Bingley,Mr. Bingley,Mr. Darcy,0,0
PrideAndPrejudice_222,Implicit,Mrs. Bennet,Elizabeth,Elizabeth,1,0
PrideAndPrejudice_223,Explicit,Mr. Bingley,Mrs. Bennet,Mrs. Bennet,1,0
PrideAndPrejudice_224,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_225,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_226,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_227,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_228,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_229,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_23,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_230,Implicit,Elizabeth,Elizabeth,Mr. Bingley,0,0
PrideAndPrejudice_231,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_232,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_233,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_234,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_235,Explicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_236,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_237,Implicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_238,Anaphoric,Elizabeth,Jane,Lydia,0,0
PrideAndPrejudice_239,Implicit,Miss Darcy,Miss Darcy,Miss Bingley,0,0
PrideAndPrejudice_24,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_240,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_241,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_242,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_243,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_244,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_245,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_246,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_247,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_248,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_249,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_25,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_250,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_251,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_252,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_253,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_254,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_255,Implicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_256,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_257,Implicit,Mr. Darcy,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_258,Explicit,Miss Bingley,Miss Bingley,Elizabeth,0,0
PrideAndPrejudice_259,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_26,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_260,Implicit,Miss Bingley,Miss Bingley,Mr. Bingley,0,0
PrideAndPrejudice_261,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_262,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_263,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_264,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_265,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_266,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_267,Implicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_268,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_269,Implicit,Mr. Bingley,Mr. Bingley,Elizabeth,0,0
PrideAndPrejudice_27,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_270,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_271,Implicit,Mr. Bingley,Mr. Bingley,Elizabeth,0,0
PrideAndPrejudice_272,Implicit,Elizabeth,Elizabeth,Mr. Darcy,0,0
PrideAndPrejudice_273,Explicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_274,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_275,Implicit,Mr. Bingley,Mr. Bingley,Mr. Bingley,0,0
PrideAndPrejudice_276,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_277,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_278,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_279,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_28,Anaphoric,Mr. Bingley,Mr. Bingley,Mr. Bennet,0,0
PrideAndPrejudice_280,Anaphoric,Elizabeth,Elizabeth,Miss Bingley,0,0
PrideAndPrejudice_281,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_282,Implicit,Elizabeth,Elizabeth,Miss Bingley,0,0
PrideAndPrejudice_283,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_284,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_285,Explicit,Mr. Darcy,Mr. Darcy,Mrs. Hurst,0,0
PrideAndPrejudice_286,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_287,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_288,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Hurst,0,0
PrideAndPrejudice_289,Anaphoric,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_29,Anaphoric,Mr. Bingley,Mr. Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_290,Anaphoric,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_291,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_292,Anaphoric,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_293,Implicit,Mr. Darcy,Mr. Darcy,Mr. Bingley,0,0
PrideAndPrejudice_294,Anaphoric,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_295,Anaphoric,Mr. Darcy,Mr. Darcy,Elizabeth,0,0
PrideAndPrejudice_296,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_297,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_298,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_299,Implicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_3,Implicit,Mrs. Bennet,Mrs. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_30,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_300,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_301,Anaphoric,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_302,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_303,Implicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_304,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_305,Implicit,Miss Bingley,Miss Bingley,Mr. Darcy,0,0
PrideAndPrejudice_306,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_307,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_308,Explicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_309,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_31,Implicit,Mrs. Long,Mrs. Long,Mrs. Bennet,0,0
PrideAndPrejudice_310,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_311,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_312,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_313,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_314,Explicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_315,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_316,Implicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_317,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_318,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_319,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_32,Explicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_320,Anaphoric,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_321,Explicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_322,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_323,Explicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_324,Implicit,Miss Bingley,Miss Bingley,Mrs. Bennet,0,0
PrideAndPrejudice_325,Explicit,Jane,Jane,Jane,0,0
PrideAndPrejudice_326,Anaphoric,Miss Bingley,Miss Bingley,Elizabeth,0,0
PrideAndPrejudice_327,Implicit,Jane,Jane,Mr. Bennet,0,0
PrideAndPrejudice_328,Explicit,Miss Bingley,Miss Bingley,Mary,0,0
PrideAndPrejudice_329,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_33,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_330,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_331,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_332,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_333,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_334,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_335,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_336,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_337,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_338,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_339,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_34,Anaphoric,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_340,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_341,Explicit,Mr. Bennet,Mr. Bennet,Mr. Bennet,0,0
PrideAndPrejudice_342,Implicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_343,Anaphoric,Elizabeth,Elizabeth,Lydia,0,0
PrideAndPrejudice_344,Explicit,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_345,Anaphoric,Elizabeth,Elizabeth,Mrs. Bennet,0,0
PrideAndPrejudice_346,Anaphoric,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_347,Explicit,Mr. Bennet,Mr. Bennet,Elizabeth,0,0
PrideAndPrejudice_348,Explicit,Elizabeth,Elizabeth,George Wickham,0,0
PrideAndPrejudice_349,Implicit,Mr. Bennet,Mr. Bennet,George Wickham,0,0
PrideAndPrejudice_35,Explicit,Mrs. Bennet,Mrs. Bennet,Kitty,0,0
PrideAndPrejudice_350,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_351,Explicit,Mr. Bennet,Mr. Bennet,George Wickham,0,0
PrideAndPrejudice_352,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_353,Explicit,Mr. Bennet,Mr. Bennet,George Wickham,0,0
PrideAndPrejudice_354,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_355,Anaphoric,Mr. Bennet,Mr. Bennet,George Wickham,0,0
PrideAndPrejudice_356,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_357,Implicit,Mrs. Bennet,Mrs. Bennet,George Wickham,0,0
PrideAndPrejudice_358,Anaphoric,Mrs. Bennet,Mrs. Bennet,George Wickham,0,0
PrideAndPrejudice_359,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_36,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_360,Implicit,Mrs. Bennet,Mrs. Bennet,George Wickham,0,0
PrideAndPrejudice_361,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_362,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_363,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_364,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_365,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_366,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_367,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_368,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_369,Explicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_37,Anaphoric,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_370,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_371,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_372,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_373,Explicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_374,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_375,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_376,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_377,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_378,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_379,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_38,Implicit,Elizabeth,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_380,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_381,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_382,Anaphoric,Elizabeth,Elizabeth,Mr. Collins,0,0
PrideAndPrejudice_383,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_384,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_385,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_386,Implicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_387,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_388,Explicit,George Wickham,George Wickham,George Wickham,0,0
PrideAndPrejudice_389,Anaphoric,Elizabeth,George Wickham,Jane,0,0
PrideAndPrejudice_39,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_390,Implicit,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_391,Implicit,Elizabeth,George Wickham,Jane,0,0
PrideAndPrejudice_392,Implicit,George Wickham,Elizabeth,Elizabeth,1,0
PrideAndPrejudice_393,Implicit,Elizabeth,George Wickham,Jane,0,0
PrideAndPrejudice_394,Implicit,George Wickham,Elizabeth,Elizabeth,1,0
PrideAndPrejudice_395,Anaphoric,George Wickham,George Wickham,Mary,0,0
PrideAndPrejudice_396,Anaphoric,George Wickham,George Wickham,Mr. Collins,0,0
PrideAndPrejudice_397,Explicit,Lydia,Lydia,Mr. Denney,0,0
PrideAndPrejudice_398,Explicit,George Wickham,George Wickham,Charlotte Lucas,0,0
PrideAndPrejudice_399,Implicit,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_4,Implicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_40,Implicit,Elizabeth,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_400,Anaphoric,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_401,Implicit,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_402,Implicit,George Wickham,George Wickham,Mr. Darcy,0,0
PrideAndPrejudice_403,Implicit,George Wickham,George Wickham,Elizabeth,0,0
PrideAndPrejudice_404,Implicit,Mr. Denney,Mr. Denney,Mr. Darcy,0,0
PrideAndPrejudice_405,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_406,Anaphoric,Mr. Denney,Mr. Denney,Mr. Darcy,0,0
PrideAndPrejudice_407,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_408,Anaphoric,Mr. Denney,Mr. Denney,Elizabeth,0,0
PrideAndPrejudice_409,Explicit,Mr. Denney,Mr. Denney,Mr. Darcy,0,0
PrideAndPrejudice_41,Explicit,Mrs. Bennet,Mrs. Bennet,Mrs. Bennet,0,0
PrideAndPrejudice_410,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_411,Implicit,Mr. Denney,Mr. Denney,Sir William Lucas,0,0
PrideAndPrejudice_412,Anaphoric,Mr. Denney,Mr. Denney,Mr. Darcy,0,0
PrideAndPrejudice_413,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_414,Anaphoric,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_415,Implicit,Elizabeth,Sir William Lucas,Elizabeth,0,1
PrideAndPrejudice_416,Implicit,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_417,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_418,Anaphoric,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_419,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_42,Anaphoric,Elizabeth,Elizabeth,Mr. Bennet,0,0
PrideAndPrejudice_420,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_421,Anaphoric,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_422,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_423,Implicit,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_424,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_425,Implicit,Mr. Darcy,Sir William Lucas,Mr. Darcy,0,1
PrideAndPrejudice_426,Anaphoric,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_427,Implicit,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_428,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_429,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_43,Anaphoric,Mr. Bingley,Mr. Bingley,Mr. Bennet,0,0
PrideAndPrejudice_430,Implicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_431,Anaphoric,Mr. Darcy,Mr. Darcy,Mr. Darcy,0,0
PrideAndPrejudice_432,Explicit,Mr. Darcy,Mr. Darcy,Miss Bingley,0,0
PrideAndPrejudice_433,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_434,Explicit,Miss Bingley,Miss Bingley,Miss Bingley,0,0
PrideAndPrejudice_435,Explicit,Elizabeth,Elizabeth,Elizabeth,0,0
PrideAndPrejudice_436,Anaphoric,Miss Bingley,Miss Bingley,Elizabeth,0,0
PrideAndPrejudice_437,Explicit,Elizabeth,Elizabeth,Jane,0,0
PrideAndPrejudice_438,Implicit,Miss Bingley,Miss Bingley,Elizabeth,0,0
PrideAndPrejudice_439,Implicit,Elizabeth,Elizabeth,Jane,0,0
